ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSMUSG00000104230,Gm37591,2,650,Gm37591-104230
ENSMUSG00000101754,Gm2987,3,1693,Gm2987-101754
ENSMUSG00000065223,Gm25792,4,100,Gm25792-65223
ENSMUSG00000100318,Gm18799,3,913,Gm18799-100318
ENSMUSG00000101612,Gm7933,3,2255,Gm7933-101612
ENSMUSG00000065260,Gm23453,3,106,Gm23453-65260
ENSMUSG00000026134,Prim2,12,5938,Prim2-26134
ENSMUSG00000101682,Gm29228,2,418,Gm29228-101682
ENSMUSG00000102714,Gm37618,2,3075,Gm37618-102714
ENSMUSG00000102093,Gm17813,2,328,Gm17813-102093
ENSMUSG00000103746,1700001G17Rik,3,1264,1700001G17Rik-103746
ENSMUSG00000102198,Gm38173,2,2314,Gm38173-102198
ENSMUSG00000121274,Gm57180,1,517,Gm57180-121274
ENSMUSG00000004768,Rab23,15,8285,Rab23-4768
ENSMUSG00000042215,Bag2,9,3059,Bag2-42215
ENSMUSG00000103072,Gm37905,2,341,Gm37905-103072
ENSMUSG00000042197,Zfp451,14,15839,Zfp451-42197
ENSMUSG00000081402,Gm15455,5,2557,Gm15455-81402
ENSMUSG00000042182,Bend6,17,3421,Bend6-42182
ENSMUSG00000104416,Gm37067,2,1628,Gm37067-104416
ENSMUSG00000026131,Dst,22,41601,Dst-26131
ENSMUSG00000103596,Gm37354,2,2384,Gm37354-103596
ENSMUSG00000099382,Gm28631,2,334,Gm28631-99382
ENSMUSG00000084506,Gm23792,3,93,Gm23792-84506
ENSMUSG00000103364,Gm38157,2,1698,Gm38157-103364
ENSMUSG00000105982,Mir6896,3,73,Mir6896-105982
ENSMUSG00000096992,Gm26788,4,4782,Gm26788-96992
ENSMUSG00000103001,A930005N03Rik,2,1247,A930005N03Rik-103001
ENSMUSG00000104397,Gm37958,2,430,Gm37958-104397
ENSMUSG00000102839,Gm37385,2,387,Gm37385-102839
ENSMUSG00000101206,Gm5266,2,1162,Gm5266-101206
ENSMUSG00000101462,Gm3052,3,2937,Gm3052-101462
ENSMUSG00000102336,Gm37233,3,6339,Gm37233-102336
ENSMUSG00000092852,Mir5103,3,79,Mir5103-92852
ENSMUSG00000042111,Ccdc115,10,2543,Ccdc115-42111
ENSMUSG00000101711,Gm28306,2,529,Gm28306-101711
ENSMUSG00000026127,Imp4,14,8553,Imp4-26127
ENSMUSG00000026126,Ptpn18,16,6492,Ptpn18-26126
ENSMUSG00000100280,Gm28417,4,2865,Gm28417-100280
ENSMUSG00000101223,4930568A12Rik,8,2121,4930568A12Rik-101223
ENSMUSG00000026125,Prss39,10,1333,Prss39-26125
ENSMUSG00000101116,Gm28416,2,292,Gm28416-101116
ENSMUSG00000026124,Cfc1,5,1040,Cfc1-26124
ENSMUSG00000101803,Gm28419,2,475,Gm28419-101803
ENSMUSG00000037529,Prss40,14,2105,Prss40-37529
ENSMUSG00000045815,1700101I19Rik,5,510,1700101I19Rik-45815
ENSMUSG00000045174,Amer3,11,4392,Amer3-45174
ENSMUSG00000100524,Gm28418,2,423,Gm28418-100524
ENSMUSG00000102499,Gm36984,2,235,Gm36984-102499
ENSMUSG00000103521,Gm29730,2,1396,Gm29730-103521
ENSMUSG00000104098,AA619741,2,646,AA619741-104098
ENSMUSG00000037509,Arhgef4,22,9861,Arhgef4-37509
ENSMUSG00000102537,Gm37224,2,148,Gm37224-102537
ENSMUSG00000102612,Gm37845,2,355,Gm37845-102612
ENSMUSG00000118272,Smim39,2,171,Smim39-118272
ENSMUSG00000104002,Gm38336,3,2549,Gm38336-104002
ENSMUSG00000037503,Fam168b,13,5219,Fam168b-37503
ENSMUSG00000104358,Gm37127,2,3036,Gm37127-104358
ENSMUSG00000026123,Plekhb2,12,7987,Plekhb2-26123
ENSMUSG00000103716,Gm19430,2,2137,Gm19430-103716
ENSMUSG00000103548,Gm37670,2,229,Gm37670-103548
ENSMUSG00000103760,Gm8009,2,436,Gm8009-103760
ENSMUSG00000103997,Gm38027,2,235,Gm38027-103997
ENSMUSG00000077231,Gm25096,3,129,Gm25096-77231
ENSMUSG00000104417,Gm37068,2,640,Gm37068-104417
ENSMUSG00000064601,Gm25634,3,105,Gm25634-64601
ENSMUSG00000101714,Gm28415,2,452,Gm28415-101714
ENSMUSG00000102531,1110002O04Rik,2,566,1110002O04Rik-102531
ENSMUSG00000103096,Gm8022,2,904,Gm8022-103096
ENSMUSG00000102279,Gm37146,2,463,Gm37146-102279
ENSMUSG00000103708,Gm33222,3,762,Gm33222-103708
ENSMUSG00000104201,4930535G08Rik,2,425,4930535G08Rik-104201
ENSMUSG00000102434,Gm38049,2,1372,Gm38049-102434
ENSMUSG00000045216,Hs6st1,8,5542,Hs6st1-45216
ENSMUSG00000104523,Gm37335,2,447,Gm37335-104523
ENSMUSG00000102202,Gm33280,3,5505,Gm33280-102202
ENSMUSG00000037470,Uggt1,15,12853,Uggt1-37470
ENSMUSG00000098752,Mir6897,3,62,Mir6897-98752
ENSMUSG00000047180,Neurl3,9,3217,Neurl3-47180
ENSMUSG00000037447,Arid5a,17,12540,Arid5a-37447
ENSMUSG00000102762,4930403P22Rik,2,713,4930403P22Rik-102762
ENSMUSG00000010453,Kansl3,13,6742,Kansl3-10453
ENSMUSG00000098680,Mir6898,3,77,Mir6898-98680
ENSMUSG00000037432,Fer1l5,16,6356,Fer1l5-37432
ENSMUSG00000001143,Lman2l,14,7359,Lman2l-1143
ENSMUSG00000037408,Cnnm4,11,4829,Cnnm4-37408
ENSMUSG00000104316,Gm37909,2,2159,Gm37909-104316
ENSMUSG00002075980,Gm56056,1,141,Gm56056-2075980
ENSMUSG00000001138,Cnnm3,14,6420,Cnnm3-1138
ENSMUSG00000102845,Gm38033,2,269,Gm38033-102845
ENSMUSG00000067653,Ankrd23,13,2697,Ankrd23-67653
ENSMUSG00000109510,Gm42417,2,2327,Gm42417-109510
ENSMUSG00000079610,Ankrd39,10,4654,Ankrd39-79610
ENSMUSG00000026121,Sema4c,14,4593,Sema4c-26121
ENSMUSG00000087589,D430040D24Rik,4,2830,D430040D24Rik-87589
ENSMUSG00000046337,Fam178b,18,3190,Fam178b-46337
ENSMUSG00000089906,Gm6428,2,345,Gm6428-89906
ENSMUSG00002075377,Gm56095,1,75,Gm56095-2075377
ENSMUSG00000061518,Cox5b,12,1587,Cox5b-61518
ENSMUSG00000037351,Actr1b,10,4274,Actr1b-37351
ENSMUSG00000102416,4933424G06Rik,5,1744,4933424G06Rik-102416
ENSMUSG00000104237,Gm33533,2,1633,Gm33533-104237
ENSMUSG00000026117,Zap70,11,2992,Zap70-26117
ENSMUSG00000097291,Gm18828,2,1012,Gm18828-97291
ENSMUSG00000026116,Tmem131,12,9413,Tmem131-26116
ENSMUSG00000103016,Gm37506,2,143,Gm37506-103016
ENSMUSG00000102930,Gm38115,2,2413,Gm38115-102930
ENSMUSG00000103159,F830112A20Rik,2,3552,F830112A20Rik-103159
ENSMUSG00000080054,Rpl12-ps1,4,498,Rpl12-ps1-80054
ENSMUSG00000119706,n-R5s210,1,119,n-R5s210-119706
ENSMUSG00000050122,Vwa3b,21,5769,Vwa3b-50122
ENSMUSG00000103603,Gm37020,2,992,Gm37020-103603
ENSMUSG00000026114,Cnga3,15,3957,Cnga3-26114
ENSMUSG00000102231,1700074A21Rik,2,346,1700074A21Rik-102231
ENSMUSG00000026113,Inpp4a,18,10387,Inpp4a-26113
ENSMUSG00000086064,4930439A04Rik,2,861,4930439A04Rik-86064
ENSMUSG00000102879,Gm37135,2,534,Gm37135-102879
ENSMUSG00000026112,Coa5,8,5220,Coa5-26112
ENSMUSG00000026111,Unc50,16,1579,Unc50-26111
ENSMUSG00000026110,Mgat4a,16,12881,Mgat4a-26110
ENSMUSG00000103948,4930594C11Rik,2,2755,4930594C11Rik-103948
ENSMUSG00000087233,Gm43213,2,1790,Gm43213-87233
ENSMUSG00000026090,Cracdl,17,5075,Cracdl-26090
ENSMUSG00000089767,4930556I23Rik,2,560,4930556I23Rik-89767
ENSMUSG00000104365,4930470B04Rik,2,1926,4930470B04Rik-104365
ENSMUSG00000102650,Gm19863,2,2218,Gm19863-102650
ENSMUSG00000060771,Tsga10,16,10662,Tsga10-60771
ENSMUSG00000097268,Gm26805,2,3089,Gm26805-97268
ENSMUSG00000037216,Lipt1,6,2051,Lipt1-37216
ENSMUSG00000026088,Mitd1,16,2770,Mitd1-26088
ENSMUSG00000026087,Mrpl30,12,3226,Mrpl30-26087
ENSMUSG00000061584,Lyg2,7,2564,Lyg2-61584
ENSMUSG00000087374,Gm15457,2,3990,Gm15457-87374
ENSMUSG00000026085,Lyg1,12,888,Lyg1-26085
ENSMUSG00002076708,Gm56189,1,237,Gm56189-2076708
ENSMUSG00000058407,Txndc9,13,9102,Txndc9-58407
ENSMUSG00000026083,Eif5b,13,9753,Eif5b-26083
ENSMUSG00000026082,Rev1,12,6168,Rev1-26082
ENSMUSG00000103804,Gm37062,2,701,Gm37062-103804
ENSMUSG00000102716,Gm5099,2,1848,Gm5099-102716
ENSMUSG00000037138,Aff3,19,6654,Aff3-37138
ENSMUSG00000085391,Gm16150,2,912,Gm16150-85391
ENSMUSG00000085280,Gm16151,2,639,Gm16151-85280
ENSMUSG00000087131,Gm16152,8,1853,Gm16152-87131
ENSMUSG00000102984,Gm34727,2,529,Gm34727-102984
ENSMUSG00000102541,Gm38135,2,502,Gm38135-102541
ENSMUSG00000103531,2610300A13Rik,2,503,2610300A13Rik-103531
ENSMUSG00000048814,Lonrf2,12,7506,Lonrf2-48814
ENSMUSG00000026080,Chst10,15,11964,Chst10-26080
ENSMUSG00000103647,Gm37707,2,325,Gm37707-103647
ENSMUSG00000102447,Gm6621,2,772,Gm6621-102447
ENSMUSG00000067604,Nms,9,1001,Nms-67604
ENSMUSG00000026078,Pdcl3,11,4219,Pdcl3-26078
ENSMUSG00000103046,Gm37309,2,1639,Gm37309-103046
ENSMUSG00000104188,Gm37821,2,1843,Gm37821-104188
ENSMUSG00000103182,Gm37091,2,2087,Gm37091-103182
ENSMUSG00000098833,Mir6349,3,97,Mir6349-98833
ENSMUSG00000026077,Npas2,16,4791,Npas2-26077
ENSMUSG00000092553,Gm20428,2,283,Gm20428-92553
ENSMUSG00000092563,Gm3617,2,555,Gm3617-92563
ENSMUSG00000073702,Rpl31,12,1662,Rpl31-73702
ENSMUSG00000003134,Tbc1d8,11,5239,Tbc1d8-3134
ENSMUSG00000102607,Gm37265,2,885,Gm37265-102607
ENSMUSG00000065629,Gm24826,4,215,Gm24826-65629
ENSMUSG00002076218,Gm24826,1,216,Gm24826-2076218
ENSMUSG00000003135,Cnot11,16,3508,Cnot11-3135
ENSMUSG00000085894,Gm15832,2,1832,Gm15832-85894
ENSMUSG00000077704,Snord89,3,110,Snord89-77704
ENSMUSG00000048234,Rnf149,14,2838,Rnf149-48234
ENSMUSG00000064936,Gm23722,3,130,Gm23722-64936
ENSMUSG00000102471,Gm5100,2,589,Gm5100-102471
ENSMUSG00000050967,Creg2,6,6091,Creg2-50967
ENSMUSG00000097083,D930019O06Rik,2,3663,D930019O06Rik-97083
ENSMUSG00000057173,Rfx8,9,2139,Rfx8-57173
ENSMUSG00000091937,Gm3646,4,352,Gm3646-91937
ENSMUSG00000101634,1700066B17Rik,7,1068,1700066B17Rik-101634
ENSMUSG00000026074,Map4k4,16,9579,Map4k4-26074
ENSMUSG00000102985,4930456G14Rik,2,1330,4930456G14Rik-102985
ENSMUSG00000026073,Il1r2,14,1908,Il1r2-26073
ENSMUSG00000097899,Gm16894,3,842,Gm16894-97899
ENSMUSG00000102975,Gm37347,2,3071,Gm37347-102975
ENSMUSG00000026072,Il1r1,13,6363,Il1r1-26072
ENSMUSG00000103560,Gm38070,2,6480,Gm38070-103560
ENSMUSG00000070942,Il1rl2,9,6812,Il1rl2-70942
ENSMUSG00000103230,Gm17970,2,685,Gm17970-103230
ENSMUSG00000026069,Il1rl1,16,6894,Il1rl1-26069
ENSMUSG00000026070,Il18r1,17,4817,Il18r1-26070
ENSMUSG00000026068,Il18rap,12,6752,Il18rap-26068
ENSMUSG00000104441,Gm35801,2,479,Gm35801-104441
ENSMUSG00000026065,Slc9a4,9,4562,Slc9a4-26065
ENSMUSG00000102676,Gm37435,2,3947,Gm37435-102676
ENSMUSG00000026062,Slc9a2,13,6984,Slc9a2-26062
ENSMUSG00000103679,Gm37623,2,803,Gm37623-103679
ENSMUSG00000103270,Gm37915,3,3309,Gm37915-103270
ENSMUSG00000041945,Mfsd9,13,5125,Mfsd9-41945
ENSMUSG00000079588,Tmem182,4,2716,Tmem182-79588
ENSMUSG00000094136,Gm5973,3,496,Gm5973-94136
ENSMUSG00000104072,4930448I06Rik,2,546,4930448I06Rik-104072
ENSMUSG00000100185,Gm28634,2,2613,Gm28634-100185
ENSMUSG00000100832,Gm29260,3,3310,Gm29260-100832
ENSMUSG00000100178,Gm5267,2,1045,Gm5267-100178
ENSMUSG00000101877,Gm8176,2,1099,Gm8176-101877
ENSMUSG00000053640,Gm9915,3,1383,Gm9915-53640
ENSMUSG00000101919,Gm29664,2,463,Gm29664-101919
ENSMUSG00000101299,Gm28175,4,2420,Gm28175-101299
ENSMUSG00000100180,Gm28140,2,1271,Gm28140-100180
ENSMUSG00000103106,Gm37047,2,533,Gm37047-103106
ENSMUSG00000060424,Pantr1,16,8483,Pantr1-60424
ENSMUSG00000104199,4930420N18Rik,2,676,4930420N18Rik-104199
ENSMUSG00000121019,Gm57163,1,437,Gm57163-121019
ENSMUSG00000045515,Pou3f3,5,7733,Pou3f3-45515
ENSMUSG00000093436,Gm20646,7,1712,Gm20646-93436
ENSMUSG00000097063,Pantr2,5,2951,Pantr2-97063
ENSMUSG00000099784,Dalir,2,2170,Dalir-99784
ENSMUSG00000060679,Mrps9,15,5763,Mrps9-60679
ENSMUSG00000077448,Gm23126,3,134,Gm23126-77448
ENSMUSG00000041907,Gpr45,10,7238,Gpr45-41907
ENSMUSG00002075628,Gm56302,1,85,Gm56302-2075628
ENSMUSG00000070939,Tgfbrap1,10,10972,Tgfbrap1-70939
ENSMUSG00000100269,Gm28782,2,414,Gm28782-100269
ENSMUSG00000041878,8430432A02Rik,4,1248,8430432A02Rik-41878
ENSMUSG00000010290,AI597479,8,3458,AI597479-10290
ENSMUSG00000008136,Fhl2,15,1897,Fhl2-8136
ENSMUSG00000094497,Gm8210,2,483,Gm8210-94497
ENSMUSG00000120601,Gm30307,1,3013,Gm30307-120601
ENSMUSG00000099576,Gm29040,2,1188,Gm29040-99576
ENSMUSG00000099694,Gm29610,2,453,Gm29610-99694
ENSMUSG00000101923,Gm29041,2,380,Gm29041-101923
ENSMUSG00000066877,Nck2,12,4455,Nck2-66877
ENSMUSG00000103422,Gm37536,2,2491,Gm37536-103422
ENSMUSG00000103945,Gm38228,2,1293,Gm38228-103945
ENSMUSG00000026051,Ecrg4,9,902,Ecrg4-26051
ENSMUSG00000100764,Gm29155,2,458,Gm29155-100764
ENSMUSG00000100635,Gm29157,2,612,Gm29157-100635
ENSMUSG00000100480,Gm29156,2,499,Gm29156-100480
ENSMUSG00000057363,Uxs1,13,5097,Uxs1-57363
ENSMUSG00000090243,Gm16103,2,1279,Gm16103-90243
ENSMUSG00000100701,Gm19587,2,545,Gm19587-100701
ENSMUSG00000101395,Gm8241,2,816,Gm8241-101395
ENSMUSG00000088848,Gm26352,3,125,Gm26352-88848
ENSMUSG00002075225,Gm54687,1,110,Gm54687-2075225
ENSMUSG00000120105,Gm57117,1,1329,Gm57117-120105
ENSMUSG00000041763,Tpp2,15,10078,Tpp2-41763
ENSMUSG00000047343,Mettl21c,5,4300,Mettl21c-47343
ENSMUSG00000090106,Gm15838,2,180,Gm15838-90106
ENSMUSG00000091844,Ccdc168,3,20036,Ccdc168-91844
ENSMUSG00000026049,Tex30,12,1926,Tex30-26049
ENSMUSG00000101104,Gm29247,7,676,Gm29247-101104
ENSMUSG00000026047,Poglut2,14,3199,Poglut2-26047
ENSMUSG00000041684,Bivm,12,4206,Bivm-41684
ENSMUSG00000026048,Ercc5,17,5864,Ercc5-26048
ENSMUSG00000046828,Mettl21e,4,3961,Mettl21e-46828
ENSMUSG00000089703,Gm15833,2,957,Gm15833-89703
ENSMUSG00000100966,Gm5700,2,989,Gm5700-100966
ENSMUSG00000100769,Gm28893,2,1108,Gm28893-100769
ENSMUSG00000101567,Txn-ps1,2,309,Txn-ps1-101567
ENSMUSG00000056870,Gulp1,10,3758,Gulp1-56870
ENSMUSG00000102319,Gm37626,2,4563,Gm37626-102319
ENSMUSG00000089877,Gm16102,2,420,Gm16102-89877
ENSMUSG00000101701,4930521E06Rik,2,905,4930521E06Rik-101701
ENSMUSG00000103071,Gm38110,2,1551,Gm38110-103071
ENSMUSG00000100434,Gm3489,2,528,Gm3489-100434
ENSMUSG00000100013,Gm19480,2,667,Gm19480-100013
ENSMUSG00000101251,Gm3496,2,745,Gm3496-101251
ENSMUSG00000101937,Gm5268,2,940,Gm5268-101937
ENSMUSG00000026043,Col3a1,19,9816,Col3a1-26043
ENSMUSG00002074901,Gm54819,1,141,Gm54819-2074901
ENSMUSG00000026042,Col5a2,17,9591,Col5a2-26042
ENSMUSG00000104476,Gm38211,2,7217,Gm38211-104476
ENSMUSG00000100218,Gm8296,2,524,Gm8296-100218
ENSMUSG00000100361,Gm7063,2,981,Gm7063-100361
ENSMUSG00000100894,Gm8304,2,584,Gm8304-100894
ENSMUSG00000119267,Gm23216,1,107,Gm23216-119267
ENSMUSG00000065255,Gm23974,3,131,Gm23974-65255
ENSMUSG00000100843,Gm8307,2,1150,Gm8307-100843
ENSMUSG00000087764,Gm23984,3,203,Gm23984-87764
ENSMUSG00000025995,Wdr75,17,4900,Wdr75-25995
ENSMUSG00000099850,Gm28906,2,1779,Gm28906-99850
ENSMUSG00000084817,Gm5526,4,423,Gm5526-84817
ENSMUSG00000121041,Gm57168,1,530,Gm57168-121041
ENSMUSG00000098549,Gm5269,3,749,Gm5269-98549
ENSMUSG00000099381,Gm18303,2,1176,Gm18303-99381
ENSMUSG00000025993,Slc40a1,11,9000,Slc40a1-25993
ENSMUSG00000099946,Gm9496,2,1601,Gm9496-99946
ENSMUSG00000070896,Rpl23a-ps1,3,465,Rpl23a-ps1-70896
ENSMUSG00000090682,Gm3852,5,264,Gm3852-90682
ENSMUSG00000044457,Stk-ps2,9,4667,Stk-ps2-44457
ENSMUSG00000099432,Gm18849,2,560,Gm18849-99432
ENSMUSG00000041144,Dnah7b,13,19984,Dnah7b-41144
ENSMUSG00000119743,n-R5s211,1,119,n-R5s211-119743
ENSMUSG00000101262,Gm8326,2,1953,Gm8326-101262
ENSMUSG00000101337,Dnah7c,7,12603,Dnah7c-101337
ENSMUSG00000025986,Slc39a10,7,6095,Slc39a10-25986
ENSMUSG00000100213,Gm28151,2,951,Gm28151-100213
ENSMUSG00000103129,Gm37393,2,3870,Gm37393-103129
ENSMUSG00000100160,Gm28527,2,297,Gm28527-100160
ENSMUSG00000101921,Gm28825,2,238,Gm28825-101921
ENSMUSG00000101447,Gm28826,2,488,Gm28826-101447
ENSMUSG00000081185,Gm4852,2,729,Gm4852-81185
ENSMUSG00000103246,Gm38090,2,1942,Gm38090-103246
ENSMUSG00000098876,Mir6350,3,105,Mir6350-98876
ENSMUSG00000100530,Gm18117,2,742,Gm18117-100530
ENSMUSG00000104067,Gm37196,2,906,Gm37196-104067
ENSMUSG00000100033,Gm8337,2,1938,Gm8337-100033
ENSMUSG00002075213,Gm54870,1,121,Gm54870-2075213
ENSMUSG00002076633,Gm54871,1,270,Gm54871-2076633
ENSMUSG00000101996,Gm19206,2,827,Gm19206-101996
ENSMUSG00000096973,Gm5974,2,986,Gm5974-96973
ENSMUSG00000064943,Gm23240,3,121,Gm23240-64943
ENSMUSG00000100866,Gm28830,2,213,Gm28830-100866
ENSMUSG00000101721,Gm8354,2,1373,Gm8354-101721
ENSMUSG00000099376,Gm19124,2,832,Gm19124-99376
ENSMUSG00000097883,Gm8357,2,1011,Gm8357-97883
ENSMUSG00002076043,Gm54872,1,442,Gm54872-2076043
ENSMUSG00000099698,Gm28740,2,215,Gm28740-99698
ENSMUSG00000099454,Gm8367,2,887,Gm8367-99454
ENSMUSG00000051616,C230029F24Rik,15,582,C230029F24Rik-51616
ENSMUSG00000099627,Gm6757,2,1706,Gm6757-99627
ENSMUSG00000099577,Gm3605,2,440,Gm3605-99577
ENSMUSG00000099882,Gm28388,2,437,Gm28388-99882
ENSMUSG00000101760,Gm8384,2,704,Gm8384-101760
ENSMUSG00000099608,4933411E06Rik,2,1493,4933411E06Rik-99608
ENSMUSG00000099864,Gm8391,2,726,Gm8391-99864
ENSMUSG00002075839,Gm54883,1,132,Gm54883-2075839
ENSMUSG00000100451,Gm29665,2,528,Gm29665-100451
ENSMUSG00000099941,Gm20118,2,162,Gm20118-99941
ENSMUSG00002075589,Gm54885,1,314,Gm54885-2075589
ENSMUSG00000100816,Gm28321,2,2327,Gm28321-100816
ENSMUSG00000026109,Tmeff2,15,6707,Tmeff2-26109
ENSMUSG00000100671,Gm28322,2,1475,Gm28322-100671
ENSMUSG00002075527,Gm54895,1,101,Gm54895-2075527
ENSMUSG00000101242,Gm28319,2,226,Gm28319-101242
ENSMUSG00000099924,Gm28320,2,2273,Gm28320-99924
ENSMUSG00000099625,Gm29325,2,2528,Gm29325-99625
ENSMUSG00000101799,9330175M20Rik,2,2552,9330175M20Rik-101799
ENSMUSG00000045954,Cavin2,8,3055,Cavin2-45954
ENSMUSG00000099741,Gm5253,2,1025,Gm5253-99741
ENSMUSG00000101702,1700072G22Rik,2,548,1700072G22Rik-101702
ENSMUSG00000026107,Nabp1,12,8498,Nabp1-26107
ENSMUSG00000120049,Gm57109,1,1564,Gm57109-120049
ENSMUSG00000099413,Gm17767,2,3979,Gm17767-99413
ENSMUSG00000103424,Gm37535,2,2365,Gm37535-103424
ENSMUSG00000101741,Gm28055,3,2256,Gm28055-101741
ENSMUSG00000018417,Myo1b,15,10792,Myo1b-18417
ENSMUSG00000101724,Gm29453,2,1279,Gm29453-101724
ENSMUSG00000100313,Gm28323,2,2499,Gm28323-100313
ENSMUSG00000100696,Gm8419,2,412,Gm8419-100696
ENSMUSG00002075355,Gm54983,1,122,Gm54983-2075355
ENSMUSG00000072324,Gm8420,5,598,Gm8420-72324
ENSMUSG00000062939,Stat4,12,3872,Stat4-62939
ENSMUSG00000101628,Gm28177,2,3532,Gm28177-101628
ENSMUSG00000078291,Gm3940,2,432,Gm3940-78291
ENSMUSG00000109599,Gm31812,2,1170,Gm31812-109599
ENSMUSG00000026104,Stat1,15,7105,Stat1-26104
ENSMUSG00000099569,Gm18301,2,888,Gm18301-99569
ENSMUSG00000026103,Gls,15,15057,Gls-26103
ENSMUSG00000099648,Gm5975,2,1399,Gm5975-99648
ENSMUSG00000065192,Gm23460,3,109,Gm23460-65192
ENSMUSG00000002881,Nab1,15,4100,Nab1-2881
ENSMUSG00000097833,Gm5976,2,996,Gm5976-97833
ENSMUSG00000101501,Rps27a-ps1,2,463,Rps27a-ps1-101501
ENSMUSG00000100120,Gm53065,2,701,Gm53065-100120
ENSMUSG00000099878,Gm28178,2,2943,Gm28178-99878
ENSMUSG00000100007,Gm5527,2,642,Gm5527-100007
ENSMUSG00000043015,Nemp2,16,7078,Nemp2-43015
ENSMUSG00000103630,Gm37242,2,2085,Gm37242-103630
ENSMUSG00000041439,Mfsd6,16,8231,Mfsd6-41439
ENSMUSG00000100302,Gm29670,2,2491,Gm29670-100302
ENSMUSG00000100230,Gm28650,2,411,Gm28650-100230
ENSMUSG00000026102,Inpp1,10,6460,Inpp1-26102
ENSMUSG00000041426,Hibch,13,6059,Hibch-41426
ENSMUSG00000089802,Gm16107,2,862,Gm16107-89802
ENSMUSG00000043629,1700019D03Rik,13,4330,1700019D03Rik-43629
ENSMUSG00000026100,Mstn,7,2705,Mstn-26100
ENSMUSG00000089334,Gm24349,4,101,Gm24349-89334
ENSMUSG00000060715,1700019A02Rik,10,777,1700019A02Rik-60715
ENSMUSG00000026098,Pms1,14,7542,Pms1-26098
ENSMUSG00000100763,Gm28777,2,535,Gm28777-100763
ENSMUSG00000026097,Ormdl1,10,4711,Ormdl1-26097
ENSMUSG00000100679,Gm28778,3,2147,Gm28778-100679
ENSMUSG00000026096,Osgepl1,15,6147,Osgepl1-26096
ENSMUSG00000099913,Gm28551,2,3142,Gm28551-99913
ENSMUSG00000101838,Gm18800,8,1105,Gm18800-101838
ENSMUSG00000121346,Gm18800,1,637,Gm18800-121346
ENSMUSG00000026095,Asnsd1,16,3528,Asnsd1-26095
ENSMUSG00000117809,Asdurf,2,300,Asdurf-117809
ENSMUSG00000100267,Gm28779,2,323,Gm28779-100267
ENSMUSG00000099450,Gm6799,2,573,Gm6799-99450
ENSMUSG00000100069,Gm6801,2,339,Gm6801-100069
ENSMUSG00000096141,Dnah7a,3,12767,Dnah7a-96141
ENSMUSG00002076105,Gm55384,1,125,Gm55384-2076105
ENSMUSG00000026094,Stk17b,15,5185,Stk17b-26094
ENSMUSG00000102405,Gm37863,2,1457,Gm37863-102405
ENSMUSG00000042807,Hecw2,16,12947,Hecw2-42807
ENSMUSG00000098443,Mir7681,3,72,Mir7681-98443
ENSMUSG00000087949,Gm24251,3,114,Gm24251-87949
ENSMUSG00000102868,Gm37633,2,2700,Gm37633-102868
ENSMUSG00000119657,Gm25829,1,107,Gm25829-119657
ENSMUSG00000025983,Ccdc150,12,5021,Ccdc150-25983
ENSMUSG00000041303,Gtf3c3,8,4925,Gtf3c3-41303
ENSMUSG00000109809,Gm34066,2,825,Gm34066-109809
ENSMUSG00000073678,Pgap1,5,16611,Pgap1-73678
ENSMUSG00000104136,Gm36955,2,1661,Gm36955-104136
ENSMUSG00000101130,Gm19637,2,579,Gm19637-101130
ENSMUSG00000052331,Ankrd44,15,14175,Ankrd44-52331
ENSMUSG00000101674,4930444A19Rik,7,2666,4930444A19Rik-101674
ENSMUSG00000102503,Gm37370,2,1410,Gm37370-102503
ENSMUSG00002075552,Gm55461,1,105,Gm55461-2075552
ENSMUSG00000102642,A130048G24Rik,2,2750,A130048G24Rik-102642
ENSMUSG00000025982,Sf3b1,14,11370,Sf3b1-25982
ENSMUSG00000103030,E330011M16Rik,2,1794,E330011M16Rik-103030
ENSMUSG00000025981,Coq10b,14,4805,Coq10b-25981
ENSMUSG00000101122,Gm17971,2,806,Gm17971-101122
ENSMUSG00000025980,Hspd1,15,2642,Hspd1-25980
ENSMUSG00000073676,Hspe1,5,1474,Hspe1-73676
ENSMUSG00000100736,Gm5147,2,794,Gm5147-100736
ENSMUSG00000089670,Gm16581,2,991,Gm16581-89670
ENSMUSG00000025979,Mob4,14,4855,Mob4-25979
ENSMUSG00000061863,Gm6822,7,307,Gm6822-61863
ENSMUSG00000025978,Rftn2,15,5871,Rftn2-25978
ENSMUSG00000097649,Gm10561,4,1945,Gm10561-97649
ENSMUSG00000046994,Mars2,10,11294,Mars2-46994
ENSMUSG00000025977,Boll,16,3514,Boll-25977
ENSMUSG00000100215,Gm8292,2,396,Gm8292-100215
ENSMUSG00000101945,Btf3-ps17,2,348,Btf3-ps17-101945
ENSMUSG00000101085,Gm8531,2,893,Gm8531-101085
ENSMUSG00000038349,Plcl1,11,6687,Plcl1-38349
ENSMUSG00000102145,Gm38056,2,5027,Gm38056-102145
ENSMUSG00000100309,Gm6644,2,951,Gm6644-100309
ENSMUSG00000102831,Gm37382,2,1596,Gm37382-102831
ENSMUSG00000099950,9130227L01Rik,2,2345,9130227L01Rik-99950
ENSMUSG00000102491,Gm36986,2,353,Gm36986-102491
ENSMUSG00000100372,1700003I22Rik,2,482,1700003I22Rik-100372
