ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSG00000201801,RNU5E-4P,1,120,RNU5E-4P-201801
ENSG00000116685,KIAA2013,17,3281,KIAA2013-116685
ENSG00000083444,PLOD1,17,5320,PLOD1-83444
ENSG00000287384,ENSG00000287384.1,1,595,ENSG00000287384.1-287384
ENSG00000116688,MFN2,18,10234,MFN2-116688
ENSG00000270914,ENSG00000270914.1,1,93,ENSG00000270914.1-270914
ENSG00000116691,MIIP,11,2821,MIIP-116691
ENSG00000202461,Y_RNA,1,113,Y_RNA-202461
ENSG00000276869,MIR6729,1,65,MIR6729-276869
ENSG00000243539,RN7SL649P,3,275,RN7SL649P-243539
ENSG00000120949,TNFRSF8,15,3812,TNFRSF8-120949
ENSG00000201135,RNU6-777P,1,104,RNU6-777P-201135
ENSG00000227875,RPL23AP89,2,255,RPL23AP89-227875
ENSG00000285604,ENSG00000285604.1,1,1196,ENSG00000285604.1-285604
ENSG00000283789,MIR7846,1,96,MIR7846-283789
ENSG00000028137,TNFRSF1B,19,3778,TNFRSF1B-28137
ENSG00000263676,MIR4632,1,61,MIR4632-263676
ENSG00000225196,RPL10P17,2,316,RPL10P17-225196
ENSG00000252969,SNORA70,1,124,SNORA70-252969
ENSG00000048707,VPS13D,15,20768,VPS13D-48707
ENSG00000239149,SNORA59A,1,152,SNORA59A-239149
ENSG00000229484,LINC02766,3,2214,LINC02766-229484
ENSG00000162496,DHRS3,9,3515,DHRS3-162496
ENSG00000221340,RNU6ATAC18P,1,101,RNU6ATAC18P-221340
ENSG00000276830,MIR6730,1,67,MIR6730-276830
ENSG00000288927,ENSG00000288927.2,2,599,ENSG00000288927.2-288927
ENSG00000272482,ENSG00000272482.2,2,1081,ENSG00000272482.2-272482
ENSG00000204518,AADACL4,3,2027,AADACL4-204518
ENSG00000226166,ENSG00000226166.2,2,112,ENSG00000226166.2-226166
ENSG00000188984,AADACL3,12,4055,AADACL3-188984
ENSG00000157330,CFAP107,10,4133,CFAP107-157330
ENSG00000116726,PRAMEF12,5,2889,PRAMEF12-116726
ENSG00000116721,PRAMEF1,9,2439,PRAMEF1-116721
ENSG00000228338,LINC01784,1,378,LINC01784-228338
ENSG00000239810,PRAMEF11,3,1845,PRAMEF11-239810
ENSG00000231103,PRAMEF30P,2,1417,PRAMEF30P-231103
ENSG00000179172,HNRNPCL1,10,1134,HNRNPCL1-179172
ENSG00000120952,PRAMEF2,4,1642,PRAMEF2-120952
ENSG00000243073,PRAMEF4,4,1840,PRAMEF4-243073
ENSG00000187545,PRAMEF10,5,1525,PRAMEF10-187545
ENSG00000204510,PRAMEF7,6,1909,PRAMEF7-204510
ENSG00000207434,RNU6-1072P,1,107,RNU6-1072P-207434
ENSG00000234064,PRAMEF29P,1,1139,PRAMEF29P-234064
ENSG00000232423,PRAMEF6,6,1784,PRAMEF6-232423
ENSG00000274178,PRAMEF28P,2,1450,PRAMEF28P-274178
ENSG00000274764,PRAMEF27,6,1947,PRAMEF27-274764
ENSG00000277058,HNRNPCL3,3,1897,HNRNPCL3-277058
ENSG00000229571,PRAMEF25,7,1997,PRAMEF25-229571
ENSG00000277862,PRAMEF34P,1,1447,PRAMEF34P-277862
ENSG00000236179,PRAMEF35P,1,891,PRAMEF35P-236179
ENSG00000275774,HNRNPCL2,3,1156,HNRNPCL2-275774
ENSG00000229978,PRAMEF36P,2,1452,PRAMEF36P-229978
ENSG00000290772,ENSG00000290772.1,1,667,ENSG00000290772.1-290772
ENSG00000233336,ENSG00000233336.1,1,384,ENSG00000233336.1-233336
ENSG00000280267,PRAMEF26,6,2541,PRAMEF26-280267
ENSG00000179412,HNRNPCL4,11,1718,HNRNPCL4-179412
ENSG00000204505,PRAMEF9,5,2465,PRAMEF9-204505
ENSG00000279169,PRAMEF13,3,2442,PRAMEF13-279169
ENSG00000279804,PRAMEF18,3,2125,PRAMEF18-279804
ENSG00000250894,PRAMEF31P,1,1371,PRAMEF31P-250894
ENSG00000270601,PRAMEF5,5,1855,PRAMEF5-270601
ENSG00000231219,PRAMEF32P,1,1068,PRAMEF32P-231219
ENSG00000207511,RNU6-771P,1,107,RNU6-771P-207511
ENSG00000182330,PRAMEF8,11,1611,PRAMEF8-182330
ENSG00000237700,PRAMEF33,2,1518,PRAMEF33-237700
ENSG00000204501,PRAMEF15,7,1865,PRAMEF15-204501
ENSG00000228229,ENSG00000228229.2,2,384,ENSG00000228229.2-228229
ENSG00000204481,PRAMEF14,8,2443,PRAMEF14-204481
ENSG00000204480,PRAMEF19,9,2123,PRAMEF19-204480
ENSG00000204479,PRAMEF17,4,1578,PRAMEF17-204479
ENSG00000204478,PRAMEF20,11,1597,PRAMEF20-204478
ENSG00000162494,LRRC38,6,2168,LRRC38-162494
ENSG00000259961,ENSG00000259961.1,1,477,ENSG00000259961.1-259961
ENSG00000215909,BRWD1P1,3,371,BRWD1P1-215909
ENSG00000162493,PDPN,17,3707,PDPN-162493
ENSG00000222952,RNA5SP41,1,101,RNA5SP41-222952
ENSG00000237445,ENSG00000237445.2,2,379,ENSG00000237445.2-237445
ENSG00000253085,ENSG00000253085.1,1,130,ENSG00000253085.1-253085
ENSG00000116731,PRDM2,23,10933,PRDM2-116731
ENSG00000289380,ENSG00000289380.1,1,688,ENSG00000289380.1-289380
ENSG00000189337,KAZN,17,13860,KAZN-189337
ENSG00000252151,RNU6-1265P,1,103,RNU6-1265P-252151
ENSG00000231606,ENSG00000231606.2,2,1549,ENSG00000231606.2-231606
ENSG00000234593,KAZN-AS1,3,2858,KAZN-AS1-234593
ENSG00000235829,TBCAP2,1,326,TBCAP2-235829
ENSG00000287756,ENSG00000287756.1,1,1453,ENSG00000287756.1-287756
ENSG00000175147,TMEM51-AS1,13,11973,TMEM51-AS1-175147
ENSG00000171729,TMEM51,14,2238,TMEM51-171729
ENSG00000204464,TMEM51-AS2,7,559,TMEM51-AS2-204464
ENSG00000215720,MFFP1,4,710,MFFP1-215720
ENSG00000278480,ZBTB2P1,1,966,ZBTB2P1-278480
ENSG00000142621,FHAD1,21,13296,FHAD1-142621
ENSG00000233485,FHAD1-AS1,1,3105,FHAD1-AS1-233485
ENSG00000236045,ENSG00000236045.1,1,727,ENSG00000236045.1-236045
ENSG00000228140,EFHD2-AS1,2,5178,EFHD2-AS1-228140
ENSG00000142634,EFHD2,13,2534,EFHD2-142634
ENSG00000162438,CTRC,12,3483,CTRC-162438
ENSG00000142615,CELA2A,8,1519,CELA2A-142615
ENSG00000215704,CELA2B,10,1449,CELA2B-215704
ENSG00000132906,CASP9,18,5269,CASP9-132906
ENSG00000116138,DNAJC16,13,8563,DNAJC16-116138
ENSG00000251866,SCARNA21B,1,140,SCARNA21B-251866
ENSG00000272510,ENSG00000272510.1,1,346,ENSG00000272510.1-272510
ENSG00000116771,AGMAT,6,3095,AGMAT-116771
ENSG00000237301,ENSG00000237301.1,1,2845,ENSG00000237301.1-237301
ENSG00000235084,CHCHD2P6,3,447,CHCHD2P6-235084
ENSG00000252417,RNU7-179P,1,68,RNU7-179P-252417
ENSG00000236500,CD24P1,1,225,CD24P1-236500
ENSG00000197312,DDI2,13,12178,DDI2-197312
ENSG00000215695,RSC1A1,2,2321,RSC1A1-215695
ENSG00000271742,ENSG00000271742.1,1,256,ENSG00000271742.1-271742
ENSG00000116786,PLEKHM2,13,4134,PLEKHM2-116786
ENSG00000237938,ENSG00000237938.5,5,1533,ENSG00000237938.5-237938
ENSG00000162461,SLC25A34,8,3338,SLC25A34-162461
ENSG00000224459,SLC25A34-AS1,2,642,SLC25A34-AS1-224459
ENSG00000162460,TMEM82,7,1443,TMEM82-162460
ENSG00000162458,FBLIM1,13,4351,FBLIM1-162458
ENSG00000224321,RPL12P14,1,490,RPL12P14-224321
ENSG00000233954,UQCRHL,7,2180,UQCRHL-233954
ENSG00000178715,ENSG00000178715.8,8,438,ENSG00000178715.8-178715
ENSG00000179743,SPEN-AS1,4,2473,SPEN-AS1-179743
ENSG00000065526,SPEN,13,15120,SPEN-65526
ENSG00000270620,ENSG00000270620.1,1,211,ENSG00000270620.1-270620
ENSG00000116809,ZBTB17,12,4240,ZBTB17-116809
ENSG00000234607,ENSG00000234607.2,2,563,ENSG00000234607.2-234607
ENSG00000231353,ENSG00000231353.1,1,260,ENSG00000231353.1-231353
ENSG00000275503,ENSG00000275503.1,1,236,ENSG00000275503.1-275503
ENSG00000224966,TBC1D3P6,4,962,TBC1D3P6-224966
ENSG00000183888,SRARP,4,3039,SRARP-183888
ENSG00000233078,ENSG00000233078.1,1,466,ENSG00000233078.1-233078
ENSG00000173641,HSPB7,18,3193,HSPB7-173641
ENSG00000186510,CLCNKA,12,3476,CLCNKA-186510
ENSG00000232456,FAM131C2P,1,704,FAM131C2P-232456
ENSG00000184908,CLCNKB,20,5887,CLCNKB-184908
ENSG00000185519,FAM131C,9,1720,FAM131C-185519
ENSG00000142627,EPHA2,13,4141,EPHA2-142627
ENSG00000227959,EPHA2-AS1,2,1758,EPHA2-AS1-227959
ENSG00000224621,ENSG00000224621.1,1,544,ENSG00000224621.1-224621
ENSG00000234166,ARHGEF19-AS1,1,439,ARHGEF19-AS1-234166
ENSG00000142632,ARHGEF19,17,3788,ARHGEF19-142632
ENSG00000291077,ENSG00000291077.1,1,1002,ENSG00000291077.1-291077
ENSG00000237276,ANO7L1,10,1720,ANO7L1-237276
ENSG00000288398,ENSG00000288398.1,1,2662,ENSG00000288398.1-288398
ENSG00000132881,CPLANE2,12,1574,CPLANE2-132881
ENSG00000233929,MT1XP1,1,186,MT1XP1-233929
ENSG00000037637,FBXO42,11,9009,FBXO42-37637
ENSG00000055070,SZRD1,17,4742,SZRD1-55070
ENSG00000226457,RPL22P3,1,381,RPL22P3-226457
ENSG00000187144,SPATA21,11,4506,SPATA21-187144
ENSG00000157191,NECAP2,20,5510,NECAP2-157191
ENSG00000226029,LINC01772,1,3245,LINC01772-226029
ENSG00000290842,CROCCP3,1,6811,CROCCP3-290842
ENSG00000080947,CROCCP3,16,2039,CROCCP3-80947
ENSG00000206652,RNU1-1,1,164,RNU1-1-206652
ENSG00000261135,ENSG00000261135.1,1,1110,ENSG00000261135.1-261135
ENSG00000285853,ENSG00000285853.1,1,1558,ENSG00000285853.1-285853
ENSG00000224174,ENSG00000224174.2,2,327,ENSG00000224174.2-224174
ENSG00000233421,LINC01783,5,1548,LINC01783-233421
ENSG00000277344,RNU1-6P,1,144,RNU1-6P-277344
ENSG00000225710,PDE4DIPP8,1,882,PDE4DIPP8-225710
ENSG00000219481,NBPF1,11,12212,NBPF1-219481
ENSG00000271732,ENSG00000271732.1,1,339,ENSG00000271732.1-271732
ENSG00000291072,CROCCP2,1,4899,CROCCP2-291072
ENSG00000215908,CROCCP2,12,2773,CROCCP2-215908
ENSG00000283773,ENSG00000283773.1,1,166,ENSG00000283773.1-283773
ENSG00000186301,MST1P2,8,2291,MST1P2-186301
ENSG00000282143,ENSG00000282143.1,1,817,ENSG00000282143.1-282143
ENSG00000207513,RNU1-3,1,164,RNU1-3-207513
ENSG00000280114,ENSG00000280114.1,1,1351,ENSG00000280114.1-280114
ENSG00000236698,EIF1AXP1,1,435,EIF1AXP1-236698
ENSG00000290849,ENSG00000290849.1,1,571,ENSG00000290849.1-290849
ENSG00000268869,ESPNP,7,4362,ESPNP-268869
ENSG00000279151,ENSG00000279151.1,1,406,ENSG00000279151.1-279151
ENSG00000282740,ENSG00000282740.1,1,819,ENSG00000282740.1-282740
ENSG00000058453,CROCC,17,8875,CROCC-58453
ENSG00000290850,ENSG00000290850.1,1,573,ENSG00000290850.1-290850
ENSG00000207389,RNU1-4,1,164,RNU1-4-207389
ENSG00000227684,CROCCP4,3,498,CROCCP4-227684
ENSG00000290851,ENSG00000290851.1,1,5298,ENSG00000290851.1-290851
ENSG00000186715,MST1L,12,2185,MST1L-186715
ENSG00000223643,ENSG00000223643.6,6,837,ENSG00000223643.6-223643
ENSG00000230239,PDE4DIPP9,1,882,PDE4DIPP9-230239
ENSG00000263811,MIR3675,1,73,MIR3675-263811
ENSG00000228549,LINC03126,5,3293,LINC03126-228549
ENSG00000277234,RNU1-5P,1,144,RNU1-5P-277234
ENSG00000238142,ENSG00000238142.4,4,2149,ENSG00000238142.4-238142
ENSG00000235241,ENSG00000235241.1,1,508,ENSG00000235241.1-235241
ENSG00000207005,RNU1-2,1,164,RNU1-2-207005
ENSG00000272426,ENSG00000272426.1,1,438,ENSG00000272426.1-272426
ENSG00000290122,ENSG00000290122.1,1,198,ENSG00000290122.1-290122
ENSG00000117122,MFAP2,14,2712,MFAP2-117122
ENSG00000286898,ENSG00000286898.1,1,385,ENSG00000286898.1-286898
ENSG00000226526,ENSG00000226526.1,1,636,ENSG00000226526.1-226526
ENSG00000159363,ATP13A2,19,5253,ATP13A2-159363
ENSG00000288636,ENSG00000288636.1,1,312,ENSG00000288636.1-288636
ENSG00000117118,SDHB,11,2445,SDHB-117118
ENSG00000117115,PADI2,13,6000,PADI2-117115
ENSG00000204362,LINC02783,6,4676,LINC02783-204362
ENSG00000282843,ENSG00000282843.1,1,1228,ENSG00000282843.1-282843
ENSG00000142623,PADI1,11,4903,PADI1-142623
ENSG00000142619,PADI3,4,3189,PADI3-142619
ENSG00000266634,MIR3972,1,87,MIR3972-266634
ENSG00000159339,PADI4,13,2971,PADI4-159339
ENSG00000276747,PADI6,1,2396,PADI6-276747
ENSG00000227751,RCC2-AS1,1,311,RCC2-AS1-227751
ENSG00000179051,RCC2,14,4079,RCC2-179051
ENSG00000290096,ENSG00000290096.1,1,143,ENSG00000290096.1-290096
ENSG00000074964,ARHGEF10L,17,7954,ARHGEF10L-74964
ENSG00000236648,LINC02810,2,1328,LINC02810-236648
ENSG00000117148,ACTL8,8,1844,ACTL8-117148
ENSG00000284653,ENSG00000284653.1,1,2013,ENSG00000284653.1-284653
ENSG00000261781,LINC01654,1,2471,LINC01654-261781
ENSG00000117154,IGSF21,12,3033,IGSF21-117154
ENSG00000280222,ENSG00000280222.1,1,6473,ENSG00000280222.1-280222
ENSG00000230035,IGSF21-AS1,2,430,IGSF21-AS1-230035
ENSG00000225387,ENSG00000225387.1,1,491,ENSG00000225387.1-225387
ENSG00000179023,KLHDC7A,9,5045,KLHDC7A-179023
ENSG00000235282,DYNLL1P3,3,266,DYNLL1P3-235282
ENSG00000225478,ENSG00000225478.2,2,223,ENSG00000225478.2-225478
ENSG00000009709,PAX7,12,6473,PAX7-9709
ENSG00000179002,TAS1R2,6,2520,TAS1R2-179002
ENSG00000159423,ALDH4A1,17,3632,ALDH4A1-159423
ENSG00000265606,MIR4695,1,74,MIR4695-265606
ENSG00000221662,MIR1290,1,78,MIR1290-221662
ENSG00000169991,IFFO2,11,6179,IFFO2-169991
ENSG00000272084,ENSG00000272084.1,1,3402,ENSG00000272084.1-272084
ENSG00000127481,UBR4,15,24661,UBR4-127481
ENSG00000230424,EMC1-AS1,3,763,EMC1-AS1-230424
ENSG00000127463,EMC1,16,15030,EMC1-127463
ENSG00000053372,MRTO4,5,2556,MRTO4-53372
ENSG00000286064,ENSG00000286064.1,1,339,ENSG00000286064.1-286064
ENSG00000211454,AKR7L,16,2768,AKR7L-211454
ENSG00000162482,AKR7A3,5,1215,AKR7A3-162482
ENSG00000270728,ENSG00000270728.1,1,525,ENSG00000270728.1-270728
ENSG00000053371,AKR7A2,13,1779,AKR7A2-53371
ENSG00000200403,RNU6-1099P,1,107,RNU6-1099P-200403
ENSG00000040487,SLC66A1,13,2686,SLC66A1-40487
ENSG00000077549,CAPZB,19,19094,CAPZB-77549
ENSG00000240490,RN7SL277P,3,288,RN7SL277P-240490
ENSG00000173436,MICOS10,15,5480,MICOS10-173436
ENSG00000201609,RNU4-28P,1,141,RNU4-28P-201609
ENSG00000235185,MICOS10-DT,1,207,MICOS10-DT-235185
ENSG00000158747,NBL1,15,3448,NBL1-158747
ENSG00000270136,MICOS10-NBL1,6,1276,MICOS10-NBL1-270136
ENSG00000226396,ENSG00000226396.1,1,455,ENSG00000226396.1-226396
ENSG00000158748,HTR6,4,3800,HTR6-158748
ENSG00000162542,TMCO4,14,4027,TMCO4-162542
ENSG00000178828,RNF186,7,1255,RNF186-178828
ENSG00000235434,RNF186-AS1,1,447,RNF186-AS1-235434
ENSG00000169914,OTUD3,6,6885,OTUD3-169914
ENSG00000188784,PLA2G2E,4,785,PLA2G2E-188784
ENSG00000242688,RN7SL304P,3,301,RN7SL304P-242688
ENSG00000188257,PLA2G2A,12,1632,PLA2G2A-188257
ENSG00000127472,PLA2G5,11,3342,PLA2G5-127472
ENSG00000117215,PLA2G2D,15,2681,PLA2G2D-117215
ENSG00000158786,PLA2G2F,5,6438,PLA2G2F-158786
ENSG00000227066,ENSG00000227066.2,2,2930,ENSG00000227066.2-227066
ENSG00000187980,PLA2G2C,7,3855,PLA2G2C-187980
ENSG00000162543,UBXN10,6,5562,UBXN10-162543
ENSG00000228105,LINC01757,2,646,LINC01757-228105
ENSG00000284710,ENSG00000284710.1,1,1639,ENSG00000284710.1-284710
ENSG00000158816,VWA5B1,16,11045,VWA5B1-158816
ENSG00000226664,ENSG00000226664.1,1,229,ENSG00000226664.1-226664
ENSG00000236963,LINC01141,9,4734,LINC01141-236963
ENSG00000226487,ENSG00000226487.1,1,376,ENSG00000226487.1-226487
ENSG00000284641,ENSG00000284641.1,1,1340,ENSG00000284641.1-284641
ENSG00000284743,ENSG00000284743.1,1,674,ENSG00000284743.1-284743
ENSG00000162545,CAMK2N1,6,2605,CAMK2N1-162545
ENSG00000289402,ENSG00000289402.2,2,759,ENSG00000289402.2-289402
ENSG00000090432,MUL1,7,2428,MUL1-90432
ENSG00000215520,RPS4XP4,3,763,RPS4XP4-215520
ENSG00000183114,FAM43B,8,2448,FAM43B-183114
ENSG00000158825,CDA,6,820,CDA-158825
ENSG00000158828,PINK1,8,4833,PINK1-158828
ENSG00000284005,MIR6084,1,110,MIR6084-284005
ENSG00000117242,PINK1-AS,7,4443,PINK1-AS-117242
ENSG00000244038,DDOST,11,2721,DDOST-244038
ENSG00000117245,KIF17,13,4470,KIF17-117245
ENSG00000235432,ENSG00000235432.1,1,479,ENSG00000235432.1-235432
ENSG00000189410,SH2D5,12,4487,SH2D5-189410
ENSG00000233069,ENSG00000233069.1,1,299,ENSG00000233069.1-233069
ENSG00000127483,HP1BP3,19,9815,HP1BP3-127483
ENSG00000075151,EIF4G3,24,11885,EIF4G3-75151
ENSG00000251914,RNU7-200P,1,62,RNU7-200P-251914
ENSG00000221808,MIR1256,1,119,MIR1256-221808
ENSG00000233072,RPS15AP6,1,385,RPS15AP6-233072
ENSG00000236073,ENSG00000236073.2,2,115,ENSG00000236073.2-236073
ENSG00000235112,HSPE1P27,1,296,HSPE1P27-235112
ENSG00000287192,ENSG00000287192.1,1,1111,ENSG00000287192.1-287192
ENSG00000117298,ECE1,16,7308,ECE1-117298
ENSG00000236936,ENSG00000236936.1,1,723,ENSG00000236936.1-236936
ENSG00000231105,ECE1-AS1,2,2579,ECE1-AS1-231105
ENSG00000236216,PPP1R11P1,5,376,PPP1R11P1-236216
ENSG00000228823,PDE4DIPP10,1,649,PDE4DIPP10-228823
ENSG00000236009,ENSG00000236009.1,1,761,ENSG00000236009.1-236009
ENSG00000227001,NBPF2P,3,661,NBPF2P-227001
ENSG00000187952,HS6ST1P1,9,1234,HS6ST1P1-187952
ENSG00000186543,CROCCP5,7,830,CROCCP5-186543
ENSG00000142794,NBPF3,19,6812,NBPF3-142794
ENSG00000176378,PFN1P10,8,327,PFN1P10-176378
ENSG00000162551,ALPL,14,2980,ALPL-162551
ENSG00000289715,ENSG00000289715.1,1,144,ENSG00000289715.1-289715
ENSG00000233431,LINC02596,1,821,LINC02596-233431
ENSG00000076864,RAP1GAP,21,5743,RAP1GAP-76864
ENSG00000090686,USP48,16,9497,USP48-90686
ENSG00000231978,ENSG00000231978.2,2,307,ENSG00000231978.2-231978
ENSG00000187942,LDLRAD2,12,4494,LDLRAD2-187942
ENSG00000142798,HSPG2,20,18118,HSPG2-142798
ENSG00000232037,RPL21P29,3,483,RPL21P29-232037
ENSG00000283234,ENSG00000283234.1,1,1162,ENSG00000283234.1-283234
ENSG00000219073,CELA3B,8,1540,CELA3B-219073
ENSG00000285959,ENSG00000285959.1,1,1611,ENSG00000285959.1-285959
ENSG00000273610,RN7SL386P,1,297,RN7SL386P-273610
ENSG00000201919,RNU6-1022P,1,104,RNU6-1022P-201919
ENSG00000142789,CELA3A,20,1226,CELA3A-142789
ENSG00000278124,RN7SL186P,1,297,RN7SL186P-278124
ENSG00000201273,RNU6-776P,1,104,RNU6-776P-201273
ENSG00000228397,LINC01635,3,1588,LINC01635-228397
ENSG00000218510,LINC00339,9,3764,LINC00339-218510
ENSG00000289694,ENSG00000289694.1,1,3897,ENSG00000289694.1-289694
ENSG00000285752,CDC42-AS1,1,2574,CDC42-AS1-285752
ENSG00000285794,ENSG00000285794.1,1,222,ENSG00000285794.1-285794
ENSG00000070831,CDC42,18,24398,CDC42-70831
ENSG00000230068,CDC42-IT1,2,692,CDC42-IT1-230068
ENSG00000271428,MPHOSPH6P1,1,488,MPHOSPH6P1-271428
ENSG00000162552,WNT4,15,4650,WNT4-162552
ENSG00000285873,ENSG00000285873.1,1,811,ENSG00000285873.1-285873
ENSG00000266564,MIR4418,1,62,MIR4418-266564
ENSG00000234397,PPIAP34,3,492,PPIAP34-234397
ENSG00000279625,ENSG00000279625.1,1,1853,ENSG00000279625.1-279625
ENSG00000184677,ZBTB40,18,9169,ZBTB40-184677
ENSG00000237200,ZBTB40-IT1,1,273,ZBTB40-IT1-237200
ENSG00000070886,EPHA8,12,5434,EPHA8-70886
ENSG00000276835,MIR6127,2,109,MIR6127-276835
ENSG00000173372,C1QA,18,2640,C1QA-173372
ENSG00000289692,ENSG00000289692.1,1,833,ENSG00000289692.1-289692
ENSG00000159189,C1QC,13,1736,C1QC-159189
ENSG00000173369,C1QB,18,2327,C1QB-173369
ENSG00000133216,EPHB2,17,12516,EPHB2-133216
ENSG00000265422,MIR4684,1,82,MIR4684-265422
ENSG00000225952,ENSG00000225952.1,1,480,ENSG00000225952.1-225952
ENSG00000264014,MIR4253,1,68,MIR4253-264014
ENSG00000215906,LACTBL1,9,1950,LACTBL1-215906
ENSG00000227868,TEX46,7,794,TEX46-227868
ENSG00000004487,KDM1A,18,18325,KDM1A-4487
ENSG00000240553,ENSG00000240553.1,1,666,ENSG00000240553.1-240553
ENSG00000263793,MIR3115,1,68,MIR3115-263793
ENSG00000266802,ENSG00000266802.1,1,77,ENSG00000266802.1-266802
ENSG00000169641,LUZP1,15,9651,LUZP1-169641
ENSG00000229010,ENSG00000229010.1,1,818,ENSG00000229010.1-229010
ENSG00000206935,RNU6-514P,1,107,RNU6-514P-206935
ENSG00000252578,RNU6-135P,1,101,RNU6-135P-252578
ENSG00000289014,ENSG00000289014.1,1,792,ENSG00000289014.1-289014
ENSG00000179546,HTR1D,5,3319,HTR1D-179546
ENSG00000215381,RPL29P6,3,460,RPL29P6-215381
ENSG00000261326,LINC01355,4,6182,LINC01355-261326
ENSG00000284726,ENSG00000284726.1,1,604,ENSG00000284726.1-284726
ENSG00000125944,HNRNPR,21,8704,HNRNPR-125944
ENSG00000125945,ZNF436,15,4786,ZNF436-125945
ENSG00000249087,ZNF436-AS1,9,2901,ZNF436-AS1-249087
ENSG00000201405,Y_RNA,1,93,Y_RNA-201405
ENSG00000271420,ENSG00000271420.1,1,650,ENSG00000271420.1-271420
ENSG00000204219,TCEA3,11,3675,TCEA3-204219
ENSG00000232482,ENSG00000232482.2,2,426,ENSG00000232482.2-232482
ENSG00000088280,ASAP3,20,4988,ASAP3-88280
ENSG00000007968,E2F2,7,5462,E2F2-7968
ENSG00000235052,ENSG00000235052.1,1,456,ENSG00000235052.1-235052
ENSG00000117318,ID3,9,1496,ID3-117318
ENSG00000285802,ENSG00000285802.1,1,1322,ENSG00000285802.1-285802
ENSG00000197880,MDS2,10,2203,MDS2-197880
ENSG00000229239,EEF1A1P48,2,1186,EEF1A1P48-229239
ENSG00000142676,RPL11,14,2659,RPL11-142676
ENSG00000236810,ELOA-AS1,8,3246,ELOA-AS1-236810
ENSG00000011007,ELOA,13,5348,ELOA-11007
ENSG00000057757,PITHD1,10,2173,PITHD1-57757
ENSG00000289835,ENSG00000289835.1,1,269,ENSG00000289835.1-289835
ENSG00000011009,LYPLA2,11,2021,LYPLA2-11009
ENSG00000117308,GALE,15,3955,GALE-117308
ENSG00000117305,HMGCL,15,5628,HMGCL-117305
ENSG00000179163,FUCA1,12,2043,FUCA1-179163
ENSG00000188822,CNR2,8,5265,CNR2-188822
ENSG00000229106,BTBD6P1,1,1267,BTBD6P1-229106
ENSG00000232557,ENSG00000232557.3,3,210,ENSG00000232557.3-232557
ENSG00000264926,MIR378F,1,78,MIR378F-264926
ENSG00000230228,H3P1,2,368,H3P1-230228
ENSG00000189266,PNRC2,13,2763,PNRC2-189266
ENSG00000188529,SRSF10,15,11860,SRSF10-188529
ENSG00000215905,RPL36P5,4,328,RPL36P5-215905
ENSG00000225315,ENSG00000225315.2,2,454,ENSG00000225315.2-225315
ENSG00000142661,MYOM3,19,9214,MYOM3-142661
ENSG00000230703,MYOM3-AS1,1,461,MYOM3-AS1-230703
ENSG00000142677,IL22RA1,4,2817,IL22RA1-142677
ENSG00000185436,IFNLR1,12,4940,IFNLR1-185436
ENSG00000158055,GRHL3,17,4266,GRHL3-158055
ENSG00000230023,LINC02800,2,1849,LINC02800-230023
ENSG00000232298,GRHL3-AS1,2,856,GRHL3-AS1-232298
ENSG00000001460,STPG1,18,8511,STPG1-1460
ENSG00000001461,NIPAL3,17,9396,NIPAL3-1461
ENSG00000288982,ENSG00000288982.1,1,378,ENSG00000288982.1-288982
ENSG00000286061,RCAN3AS,1,762,RCAN3AS-286061
ENSG00000117602,RCAN3,13,7138,RCAN3-117602
ENSG00000264443,NCMAP-DT,1,1445,NCMAP-DT-264443
ENSG00000184454,NCMAP,7,4146,NCMAP-184454
ENSG00000227312,ENSG00000227312.2,2,348,ENSG00000227312.2-227312
ENSG00000239106,Y_RNA,1,103,Y_RNA-239106
ENSG00000133226,SRRM1,19,7994,SRRM1-133226
ENSG00000284699,ENSG00000284699.1,1,886,ENSG00000284699.1-284699
ENSG00000169504,CLIC4,15,4467,CLIC4-169504
ENSG00000238482,RNU6-1208P,1,107,RNU6-1208P-238482
ENSG00000020633,RUNX3,19,4922,RUNX3-20633
ENSG00000278034,MIR6731,1,72,MIR6731-278034
ENSG00000229162,RUNX3-AS1,1,820,RUNX3-AS1-229162
ENSG00000261025,ENSG00000261025.1,1,2443,ENSG00000261025.1-261025
ENSG00000264371,MIR4425,1,84,MIR4425-264371
ENSG00000285823,LINC02793,1,1431,LINC02793-285823
ENSG00000233755,ENSG00000233755.1,1,863,ENSG00000233755.1-233755
ENSG00000233419,IFITM3P7,3,402,IFITM3P7-233419
ENSG00000231953,ENSG00000231953.2,2,988,ENSG00000231953.2-231953
ENSG00000117614,SYF2,10,3773,SYF2-117614
ENSG00000284602,ENSG00000284602.1,1,2190,ENSG00000284602.1-284602
ENSG00000284657,ENSG00000284657.1,1,760,ENSG00000284657.1-284657
ENSG00000117616,RSRP1,18,6730,RSRP1-117616
ENSG00000272432,ENSG00000272432.1,1,485,ENSG00000272432.1-272432
ENSG00000261349,ENSG00000261349.1,1,459,ENSG00000261349.1-261349
ENSG00000187010,RHD,21,3313,RHD-187010
ENSG00000224183,SDHDP6,1,480,SDHDP6-224183
ENSG00000259984,ENSG00000259984.1,1,459,ENSG00000259984.1-259984
ENSG00000183726,TMEM50A,11,3010,TMEM50A-183726
ENSG00000188672,RHCE,19,2433,RHCE-188672
